order_id,order_year,order_month,order_day,product_id,product_title,product_category,current_product_stock,client_id,price_inr,quantity_ordered
O4892,2024,11,19,P011,Packaged Snacks,Groceries & Beverages,953,C011,563,14
O5884,2024,11,20,P006,Festive Sarees,Fashion,141,C012,6756,17
O2199,2024,11,21,P005,Summer Cotton T-Shirts,Fashion,3658,C008,1689,2
O2426,2024,11,21,P004,Men's Winter Jacket,Fashion,1351,C012,3941,10
O5273,2024,11,21,P002,Smart Watch,Electronics,469,C008,16892,19
O5545,2024,11,21,P004,Men's Winter Jacket,Fashion,1111,C006,3941,19
O0330,2024,11,22,P014,Pens & Markers Set,Stationery & School Products,437,C009,337,1
O0354,2024,11,22,P004,Men's Winter Jacket,Fashion,2940,C006,3941,29
O2207,2024,11,22,P012,Tea & Coffee Packs,Groceries & Beverages,754,C003,450,13
O2365,2024,11,23,P006,Festive Sarees,Fashion,2263,C010,6756,23
O4739,2024,11,23,P012,Tea & Coffee Packs,Groceries & Beverages,385,C011,450,29
O3439,2024,11,24,P004,Men's Winter Jacket,Fashion,704,C006,3941,13
O3754,2024,11,24,P012,Tea & Coffee Packs,Groceries & Beverages,407,C011,450,15
O4407,2024,11,24,P004,Men's Winter Jacket,Fashion,1844,C011,3941,16
O4916,2024,11,24,P006,Festive Sarees,Fashion,1306,C003,6756,19
O2707,2024,11,25,P011,Packaged Snacks,Groceries & Beverages,1174,C010,563,19
O3700,2024,11,25,P002,Smart Watch,Electronics,107,C008,16892,24
O5277,2024,11,25,P004,Men's Winter Jacket,Fashion,1321,C001,3941,30
O5773,2024,11,25,P004,Men's Winter Jacket,Fashion,924,C009,3941,10
O1914,2024,11,26,P011,Packaged Snacks,Groceries & Beverages,1511,C002,563,21
O2741,2024,11,26,P012,Tea & Coffee Packs,Groceries & Beverages,449,C007,450,14
O5556,2024,11,26,P015,School Backpacks,Stationery & School Products,332,C003,900,4
O1152,2024,11,27,P001,iPhone 15,Electronics,95,C011,101242,9
O2153,2024,11,27,P012,Tea & Coffee Packs,Groceries & Beverages,783,C006,450,13
O1296,2024,11,28,P003,Bluetooth Speakers,Electronics,146,C012,10698,15
O1527,2024,11,28,P015,School Backpacks,Stationery & School Products,361,C001,900,2
O3612,2024,11,28,P011,Packaged Snacks,Groceries & Beverages,587,C004,563,15
O0076,2024,11,29,P005,Summer Cotton T-Shirts,Fashion,4006,C009,1689,4
O2894,2024,11,29,P012,Tea & Coffee Packs,Groceries & Beverages,228,C004,450,19
O0632,2024,11,30,P010,Soft Drink Cases,Groceries & Beverages,1607,C002,2477,5
O0757,2024,11,30,P011,Packaged Snacks,Groceries & Beverages,2133,C011,563,23
O2323,2024,11,30,P013,Notebooks (Bundle),Stationery & School Products,1033,C008,675,4
O4144,2024,12,1,P012,Tea & Coffee Packs,Groceries & Beverages,972,C002,450,28
O1864,2024,12,2,P005,Summer Cotton T-Shirts,Fashion,4053,C010,1689,4
O2223,2024,12,2,P012,Tea & Coffee Packs,Groceries & Beverages,741,C006,450,13
O4256,2024,12,2,P014,Pens & Markers Set,Stationery & School Products,117,C001,337,5
O0320,2024,12,3,P007,Treadmill,Gym Products,11,C009,47298,1
O3154,2024,12,3,P004,Men's Winter Jacket,Fashion,864,C009,3941,16
O4414,2024,12,4,P012,Tea & Coffee Packs,Groceries & Beverages,787,C001,450,27
O4575,2024,12,4,P011,Packaged Snacks,Groceries & Beverages,1167,C002,563,19
O0715,2024,12,5,P002,Smart Watch,Electronics,139,C001,16892,27
O1507,2024,12,5,P006,Festive Sarees,Fashion,490,C010,6756,26
O4744,2024,12,5,P004,Men's Winter Jacket,Fashion,1648,C011,3941,24
O0653,2024,12,6,P011,Packaged Snacks,Groceries & Beverages,2194,C004,563,23
O1645,2024,12,6,P003,Bluetooth Speakers,Electronics,305,C002,10698,12
O4799,2024,12,6,P006,Festive Sarees,Fashion,1503,C006,6756,24
O0823,2024,12,7,P002,Smart Watch,Electronics,38,C008,16892,30
O1442,2024,12,7,P011,Packaged Snacks,Groceries & Beverages,1768,C010,563,27
O1513,2024,12,7,P003,Bluetooth Speakers,Electronics,448,C007,10698,23
O3586,2024,12,7,P012,Tea & Coffee Packs,Groceries & Beverages,696,C010,450,26
O3971,2024,12,7,P006,Festive Sarees,Fashion,190,C001,6756,30
O1075,2024,12,8,P010,Soft Drink Cases,Groceries & Beverages,1564,C005,2477,5
O0518,2024,12,9,P013,Notebooks (Bundle),Stationery & School Products,1132,C009,675,2
O1836,2024,12,9,P004,Men's Winter Jacket,Fashion,1787,C012,3941,11
O5366,2024,12,9,P003,Bluetooth Speakers,Electronics,246,C008,10698,24
O0948,2024,12,10,P003,Bluetooth Speakers,Electronics,420,C007,10698,28
O0995,2024,12,10,P001,iPhone 15,Electronics,126,C011,101242,4
O5838,2024,12,10,P004,Men's Winter Jacket,Fashion,899,C010,3941,19
O2239,2024,12,11,P002,Smart Watch,Electronics,80,C011,16892,17
O2929,2024,12,11,P009,Yoga Mats,Gym Products,4233,C008,1689,1
O3155,2024,12,11,P011,Packaged Snacks,Groceries & Beverages,858,C003,563,23
O3837,2024,12,11,P013,Notebooks (Bundle),Stationery & School Products,1108,C008,675,3
O0528,2024,12,12,P002,Smart Watch,Electronics,261,C002,16892,10
O0802,2024,12,12,P015,School Backpacks,Stationery & School Products,125,C005,900,3
O1706,2024,12,12,P008,Dumbbell Set,Gym Products,595,C012,3153,3
O3070,2024,12,12,P004,Men's Winter Jacket,Fashion,914,C008,3941,26
O2090,2024,12,14,P005,Summer Cotton T-Shirts,Fashion,3773,C004,1689,2
O4058,2024,12,14,P006,Festive Sarees,Fashion,2480,C009,6756,30
O5158,2024,12,14,P010,Soft Drink Cases,Groceries & Beverages,1099,C003,2477,4
O5328,2024,12,14,P014,Pens & Markers Set,Stationery & School Products,254,C001,337,1
O2256,2024,12,15,P002,Smart Watch,Electronics,63,C007,16892,23
O4171,2024,12,15,P012,Tea & Coffee Packs,Groceries & Beverages,942,C003,450,10
O2662,2024,12,16,P002,Smart Watch,Electronics,341,C011,16892,13
O3063,2024,12,16,P002,Smart Watch,Electronics,442,C002,16892,30
O3750,2024,12,17,P008,Dumbbell Set,Gym Products,453,C011,3153,1
O4634,2024,12,17,P001,iPhone 15,Electronics,28,C005,101242,7
O5073,2024,12,17,P013,Notebooks (Bundle),Stationery & School Products,404,C009,675,5
O0477,2024,12,18,P005,Summer Cotton T-Shirts,Fashion,4986,C011,1689,5
O1431,2024,12,18,P003,Bluetooth Speakers,Electronics,525,C004,10698,18
O1727,2024,12,18,P015,School Backpacks,Stationery & School Products,273,C001,900,3
O3472,2024,12,18,P012,Tea & Coffee Packs,Groceries & Beverages,833,C011,450,17
O3740,2024,12,18,P013,Notebooks (Bundle),Stationery & School Products,1196,C002,675,1
O5005,2024,12,18,P008,Dumbbell Set,Gym Products,797,C011,3153,3
O0607,2024,12,20,P006,Festive Sarees,Fashion,1697,C002,6756,17
O1087,2024,12,20,P002,Smart Watch,Electronics,333,C010,16892,13
O1127,2024,12,20,P006,Festive Sarees,Fashion,1048,C001,6756,28
O3448,2024,12,20,P005,Summer Cotton T-Shirts,Fashion,2645,C010,1689,2
O4358,2024,12,20,P005,Summer Cotton T-Shirts,Fashion,1729,C002,1689,5
O5901,2024,12,20,P009,Yoga Mats,Gym Products,2284,C004,1689,1
O0556,2024,12,21,P002,Smart Watch,Electronics,249,C007,16892,26
O1097,2024,12,21,P001,iPhone 15,Electronics,108,C003,101242,3
O1270,2024,12,21,P012,Tea & Coffee Packs,Groceries & Beverages,608,C009,450,29
O3856,2024,12,21,P001,iPhone 15,Electronics,145,C004,101242,6
O4700,2024,12,21,P012,Tea & Coffee Packs,Groceries & Beverages,463,C008,450,21
O1167,2024,12,23,P014,Pens & Markers Set,Stationery & School Products,229,C012,337,3
O0933,2024,12,24,P006,Festive Sarees,Fashion,1242,C007,6756,30
O1499,2024,12,24,P006,Festive Sarees,Fashion,516,C001,6756,14
O1875,2024,12,24,P010,Soft Drink Cases,Groceries & Beverages,1040,C006,2477,1
O1932,2024,12,24,P006,Festive Sarees,Fashion,179,C006,6756,16
O2084,2024,12,25,P004,Men's Winter Jacket,Fashion,1611,C006,3941,23
O3050,2024,12,25,P004,Men's Winter Jacket,Fashion,940,C012,3941,16
O5707,2024,12,25,P009,Yoga Mats,Gym Products,2340,C010,1689,3
O1227,2024,12,26,P008,Dumbbell Set,Gym Products,889,C010,3153,4
O5169,2024,12,26,P009,Yoga Mats,Gym Products,2816,C005,1689,5
O5172,2024,12,26,P012,Tea & Coffee Packs,Groceries & Beverages,922,C005,450,14
O4236,2024,12,27,P013,Notebooks (Bundle),Stationery & School Products,905,C009,675,3
O4913,2024,12,27,P002,Smart Watch,Electronics,261,C001,16892,15
O1198,2024,12,28,P009,Yoga Mats,Gym Products,4732,C002,1689,3
O4384,2024,12,28,P007,Treadmill,Gym Products,24,C003,47298,1
O4431,2024,12,28,P001,iPhone 15,Electronics,54,C011,101242,8
O4665,2024,12,28,P006,Festive Sarees,Fashion,1659,C006,6756,15
O0954,2024,12,29,P003,Bluetooth Speakers,Electronics,392,C001,10698,19
O3129,2024,12,29,P011,Packaged Snacks,Groceries & Beverages,878,C009,563,20
O0153,2024,12,30,P007,Treadmill,Gym Products,37,C012,47298,1
O3760,2024,12,30,P014,Pens & Markers Set,Stationery & School Products,448,C009,337,4
O2149,2024,12,31,P012,Tea & Coffee Packs,Groceries & Beverages,799,C011,450,16
O2352,2024,12,31,P015,School Backpacks,Stationery & School Products,168,C005,900,3
O5442,2024,12,31,P009,Yoga Mats,Gym Products,2608,C012,1689,2
O1242,2025,1,1,P003,Bluetooth Speakers,Electronics,206,C006,10912,3
O1553,2025,1,1,P012,Tea & Coffee Packs,Groceries & Beverages,242,C002,459,11
O0142,2025,1,2,P012,Tea & Coffee Packs,Groceries & Beverages,1270,C003,459,29
O0717,2025,1,2,P001,iPhone 15,Electronics,207,C009,103266,1
O3163,2025,1,2,P005,Summer Cotton T-Shirts,Fashion,2795,C008,1723,1
O3613,2025,1,2,P009,Yoga Mats,Gym Products,3804,C008,1723,26
O4636,2025,1,2,P007,Treadmill,Gym Products,22,C010,48244,10
O0417,2025,1,3,P011,Packaged Snacks,Groceries & Beverages,2405,C006,574,2
O3368,2025,1,4,P014,Pens & Markers Set,Stationery & School Products,130,C009,344,5
O3438,2025,1,5,P003,Bluetooth Speakers,Electronics,149,C012,10912,1
O5486,2025,1,5,P002,Smart Watch,Electronics,325,C001,17230,10
O0871,2025,1,6,P009,Yoga Mats,Gym Products,4996,C003,1723,28
O2909,2025,1,6,P010,Soft Drink Cases,Groceries & Beverages,1497,C003,2527,5
O5886,2025,1,6,P007,Treadmill,Gym Products,18,C005,48244,5
O2512,2025,1,7,P013,Notebooks (Bundle),Stationery & School Products,977,C008,689,5
O5671,2025,1,7,P012,Tea & Coffee Packs,Groceries & Beverages,643,C001,459,27
O0143,2025,1,8,P002,Smart Watch,Electronics,498,C001,17230,27
O0667,2025,1,8,P002,Smart Watch,Electronics,188,C004,17230,28
O4583,2025,1,8,P009,Yoga Mats,Gym Products,3167,C008,1723,28
O2852,2025,1,9,P012,Tea & Coffee Packs,Groceries & Beverages,309,C008,459,14
O4303,2025,1,9,P003,Bluetooth Speakers,Electronics,129,C008,10912,2
O1660,2025,1,10,P005,Summer Cotton T-Shirts,Fashion,4217,C007,1723,2
O4290,2025,1,10,P007,Treadmill,Gym Products,48,C010,48244,4
O1647,2025,1,11,P009,Yoga Mats,Gym Products,4393,C010,1723,22
O3682,2025,1,11,P014,Pens & Markers Set,Stationery & School Products,496,C010,344,4
O5461,2025,1,11,P012,Tea & Coffee Packs,Groceries & Beverages,721,C001,459,22
O5478,2025,1,11,P005,Summer Cotton T-Shirts,Fashion,211,C001,1723,1
O2258,2025,1,12,P004,Men's Winter Jacket,Fashion,1462,C007,4020,5
O3318,2025,1,12,P007,Treadmill,Gym Products,9,C009,48244,4
O3508,2025,1,12,P001,iPhone 15,Electronics,17,C006,103266,2
O3994,2025,1,12,P013,Notebooks (Bundle),Stationery & School Products,1067,C011,689,1
O5476,2025,1,12,P007,Treadmill,Gym Products,10,C007,48244,5
O0262,2025,1,13,P006,Festive Sarees,Fashion,2098,C004,6892,1
O2868,2025,1,13,P015,School Backpacks,Stationery & School Products,199,C007,918,1
O2984,2025,1,13,P014,Pens & Markers Set,Stationery & School Products,402,C008,344,2
O4118,2025,1,13,P004,Men's Winter Jacket,Fashion,1968,C011,4020,4
O4477,2025,1,13,P004,Men's Winter Jacket,Fashion,1784,C011,4020,1
O1997,2025,1,14,P003,Bluetooth Speakers,Electronics,479,C011,10912,2
O3742,2025,1,15,P012,Tea & Coffee Packs,Groceries & Beverages,430,C005,459,23
O1571,2025,1,16,P005,Summer Cotton T-Shirts,Fashion,4272,C008,1723,4
O3477,2025,1,16,P013,Notebooks (Bundle),Stationery & School Products,230,C005,689,3
O5555,2025,1,16,P014,Pens & Markers Set,Stationery & School Products,53,C012,344,5
O0599,2025,1,17,P003,Bluetooth Speakers,Electronics,192,C003,10912,4
O2542,2025,1,17,P002,Smart Watch,Electronics,455,C002,17230,20
O4742,2025,1,17,P011,Packaged Snacks,Groceries & Beverages,1080,C008,574,4
O2875,2025,1,18,P008,Dumbbell Set,Gym Products,951,C006,3216,18
O5280,2025,1,18,P004,Men's Winter Jacket,Fashion,1291,C001,4020,5
O5493,2025,1,18,P003,Bluetooth Speakers,Electronics,112,C007,10912,4
O1631,2025,1,19,P008,Dumbbell Set,Gym Products,659,C005,3216,16
O3582,2025,1,19,P005,Summer Cotton T-Shirts,Fashion,2583,C012,1723,4
O0401,2025,1,20,P001,iPhone 15,Electronics,241,C001,103266,1
O1630,2025,1,20,P011,Packaged Snacks,Groceries & Beverages,1683,C012,574,3
O3320,2025,1,20,P011,Packaged Snacks,Groceries & Beverages,737,C007,574,3
O1037,2025,1,22,P007,Treadmill,Gym Products,33,C005,48244,7
O0227,2025,1,23,P010,Soft Drink Cases,Groceries & Beverages,2016,C001,2527,1
O0551,2025,1,23,P006,Festive Sarees,Fashion,1735,C002,6892,3
O1460,2025,1,23,P007,Treadmill,Gym Products,50,C004,48244,5
O2630,2025,1,24,P003,Bluetooth Speakers,Electronics,345,C010,10912,1
O2958,2025,1,24,P003,Bluetooth Speakers,Electronics,600,C010,10912,3
O3112,2025,1,24,P009,Yoga Mats,Gym Products,4154,C011,1723,30
O3772,2025,1,24,P009,Yoga Mats,Gym Products,3709,C003,1723,23
O4984,2025,1,24,P010,Soft Drink Cases,Groceries & Beverages,1222,C001,2527,4
O5406,2025,1,24,P009,Yoga Mats,Gym Products,2638,C005,1723,12
O0591,2025,1,25,P013,Notebooks (Bundle),Stationery & School Products,1096,C004,689,2
O3553,2025,1,25,P008,Dumbbell Set,Gym Products,564,C002,3216,26
O4958,2025,1,25,P002,Smart Watch,Electronics,203,C006,17230,13
O5024,2025,1,25,P012,Tea & Coffee Packs,Groceries & Beverages,93,C003,459,27
O0849,2025,1,26,P004,Men's Winter Jacket,Fashion,2519,C005,4020,2
O1592,2025,1,26,P009,Yoga Mats,Gym Products,4427,C003,1723,12
O2123,2025,1,27,P001,iPhone 15,Electronics,77,C012,103266,2
O5137,2025,1,27,P004,Men's Winter Jacket,Fashion,1441,C005,4020,5
O3038,2025,1,28,P009,Yoga Mats,Gym Products,4203,C004,1723,25
O3195,2025,1,28,P007,Treadmill,Gym Products,11,C011,48244,10
O1006,2025,1,29,P002,Smart Watch,Electronics,388,C005,17230,20
O3527,2025,1,29,P013,Notebooks (Bundle),Stationery & School Products,207,C003,689,3
O4640,2025,1,29,P004,Men's Winter Jacket,Fashion,1694,C005,4020,5
O5888,2025,1,29,P012,Tea & Coffee Packs,Groceries & Beverages,429,C004,459,30
O1357,2025,1,30,P009,Yoga Mats,Gym Products,4627,C004,1723,13
O4409,2025,1,30,P012,Tea & Coffee Packs,Groceries & Beverages,801,C004,459,14
O5699,2025,2,1,P012,Tea & Coffee Packs,Groceries & Beverages,585,C005,459,11
O1182,2025,2,2,P007,Treadmill,Gym Products,2,C008,48244,2
O2925,2025,2,2,P014,Pens & Markers Set,Stationery & School Products,430,C012,344,2
O5038,2025,2,2,P002,Smart Watch,Electronics,134,C006,17230,1
O1807,2025,2,3,P012,Tea & Coffee Packs,Groceries & Beverages,84,C005,459,25
O2339,2025,2,3,P014,Pens & Markers Set,Stationery & School Products,406,C005,344,2
O2494,2025,2,3,P007,Treadmill,Gym Products,37,C009,48244,1
O0604,2025,2,4,P003,Bluetooth Speakers,Electronics,188,C009,10912,3
O1776,2025,2,4,P011,Packaged Snacks,Groceries & Beverages,1637,C008,574,5
O4041,2025,2,4,P005,Summer Cotton T-Shirts,Fashion,2073,C006,1723,5
O0935,2025,2,5,P005,Summer Cotton T-Shirts,Fashion,5108,C001,1723,5
O1241,2025,2,6,P015,School Backpacks,Stationery & School Products,188,C003,918,5
O1380,2025,2,7,P006,Festive Sarees,Fashion,595,C008,6892,17
O2943,2025,2,7,P006,Festive Sarees,Fashion,1606,C004,6892,21
O5616,2025,2,7,P010,Soft Drink Cases,Groceries & Beverages,642,C006,2527,4
O5956,2025,2,7,P012,Tea & Coffee Packs,Groceries & Beverages,391,C002,459,19
O0742,2025,2,8,P001,iPhone 15,Electronics,196,C002,103266,2
O0053,2025,2,9,P007,Treadmill,Gym Products,47,C008,48244,2
O2321,2025,2,9,P006,Festive Sarees,Fashion,2290,C007,6892,27
O3255,2025,2,9,P013,Notebooks (Bundle),Stationery & School Products,360,C003,689,4
O5670,2025,2,9,P006,Festive Sarees,Fashion,408,C010,6892,12
O0598,2025,2,10,P005,Summer Cotton T-Shirts,Fashion,5407,C009,1723,4
O1303,2025,2,10,P012,Tea & Coffee Packs,Groceries & Beverages,530,C004,459,29
O2216,2025,2,11,P006,Festive Sarees,Fashion,2391,C008,6892,13
O3051,2025,2,11,P006,Festive Sarees,Fashion,1471,C005,6892,10
O3419,2025,2,11,P006,Festive Sarees,Fashion,841,C003,6892,12
O5003,2025,2,11,P006,Festive Sarees,Fashion,1207,C006,6892,25
O5122,2025,2,11,P015,School Backpacks,Stationery & School Products,322,C004,918,5
O0601,2025,2,12,P014,Pens & Markers Set,Stationery & School Products,79,C010,344,4
O2446,2025,2,13,P009,Yoga Mats,Gym Products,3946,C004,1723,2
O0452,2025,2,14,P015,School Backpacks,Stationery & School Products,326,C010,918,4
O3009,2025,2,14,P008,Dumbbell Set,Gym Products,898,C006,3216,5
O4127,2025,2,14,P005,Summer Cotton T-Shirts,Fashion,1973,C005,1723,4
O5532,2025,2,15,P009,Yoga Mats,Gym Products,2554,C012,1723,5
O2096,2025,2,16,P015,School Backpacks,Stationery & School Products,400,C009,918,3
O3608,2025,2,16,P006,Festive Sarees,Fashion,624,C010,6892,23
O5432,2025,2,16,P014,Pens & Markers Set,Stationery & School Products,160,C006,344,4
O3304,2025,2,17,P011,Packaged Snacks,Groceries & Beverages,744,C004,574,4
O4751,2025,2,17,P002,Smart Watch,Electronics,366,C009,17230,4
O4960,2025,2,17,P015,School Backpacks,Stationery & School Products,55,C011,918,3
O0197,2025,2,18,P004,Men's Winter Jacket,Fashion,3004,C002,4020,4
O2047,2025,2,18,P005,Summer Cotton T-Shirts,Fashion,3917,C004,1723,3
O3130,2025,2,18,P015,School Backpacks,Stationery & School Products,89,C009,918,5
O3800,2025,2,18,P007,Treadmill,Gym Products,12,C010,48244,1
O0177,2025,2,19,P012,Tea & Coffee Packs,Groceries & Beverages,1379,C002,459,27
O5310,2025,2,20,P006,Festive Sarees,Fashion,940,C007,6892,19
O5549,2025,2,20,P010,Soft Drink Cases,Groceries & Beverages,785,C007,2527,5
O5590,2025,2,20,P014,Pens & Markers Set,Stationery & School Products,43,C012,344,3
O1790,2025,2,21,P005,Summer Cotton T-Shirts,Fashion,4126,C004,1723,4
O1812,2025,2,21,P006,Festive Sarees,Fashion,272,C006,6892,16
O3186,2025,2,21,P006,Festive Sarees,Fashion,1259,C001,6892,29
O5830,2025,2,21,P015,School Backpacks,Stationery & School Products,67,C006,918,4
O5842,2025,2,22,P014,Pens & Markers Set,Stationery & School Products,403,C006,344,2
O3393,2025,2,23,P006,Festive Sarees,Fashion,893,C004,6892,28
O5043,2025,2,23,P005,Summer Cotton T-Shirts,Fashion,955,C008,1723,1
O5946,2025,2,23,P002,Smart Watch,Electronics,42,C006,17230,1
O3410,2025,2,24,P006,Festive Sarees,Fashion,861,C007,6892,20
O3626,2025,2,24,P006,Festive Sarees,Fashion,601,C009,6892,17
O4267,2025,2,24,P007,Treadmill,Gym Products,2,C003,48244,1
O5335,2025,2,24,P006,Festive Sarees,Fashion,860,C008,6892,19
O1203,2025,2,26,P012,Tea & Coffee Packs,Groceries & Beverages,691,C012,459,18
O1236,2025,2,26,P012,Tea & Coffee Packs,Groceries & Beverages,620,C012,459,12
O1192,2025,2,27,P006,Festive Sarees,Fashion,860,C011,6892,13
O3661,2025,2,27,P011,Packaged Snacks,Groceries & Beverages,538,C010,574,3
O5672,2025,2,27,P005,Summer Cotton T-Shirts,Fashion,2727,C002,1723,1
O1617,2025,2,28,P004,Men's Winter Jacket,Fashion,2001,C011,4020,1
O4445,2025,2,28,P003,Bluetooth Speakers,Electronics,525,C005,10912,5
O5074,2025,2,28,P005,Summer Cotton T-Shirts,Fashion,867,C006,1723,2
O5229,2025,3,2,P001,iPhone 15,Electronics,135,C006,103266,1
O0200,2025,3,3,P006,Festive Sarees,Fashion,2182,C010,6892,12
O1144,2025,3,3,P009,Yoga Mats,Gym Products,4739,C007,1723,3
O5691,2025,3,3,P013,Notebooks (Bundle),Stationery & School Products,1083,C002,689,3
O5826,2025,3,3,P005,Summer Cotton T-Shirts,Fashion,2540,C008,1723,27
O2596,2025,3,4,P006,Festive Sarees,Fashion,1959,C012,6892,30
O4009,2025,3,4,P015,School Backpacks,Stationery & School Products,309,C008,918,1
O4693,2025,3,4,P001,iPhone 15,Electronics,18,C002,103266,1
O0699,2025,3,5,P005,Summer Cotton T-Shirts,Fashion,5381,C011,1723,17
O3244,2025,3,5,P001,iPhone 15,Electronics,82,C005,103266,2
O2710,2025,3,6,P003,Bluetooth Speakers,Electronics,275,C004,10912,2
O2914,2025,3,6,P003,Bluetooth Speakers,Electronics,79,C011,10912,4
O0504,2025,3,7,P005,Summer Cotton T-Shirts,Fashion,4926,C002,1723,22
O2502,2025,3,7,P005,Summer Cotton T-Shirts,Fashion,3310,C011,1723,25
O5199,2025,3,7,P005,Summer Cotton T-Shirts,Fashion,779,C012,1723,19
O2571,2025,3,8,P009,Yoga Mats,Gym Products,4438,C012,1723,3
O4133,2025,3,8,P006,Festive Sarees,Fashion,2376,C001,6892,24
O5634,2025,3,8,P006,Festive Sarees,Fashion,469,C010,6892,26
O0493,2025,3,9,P005,Summer Cotton T-Shirts,Fashion,4965,C011,1723,16
O0818,2025,3,10,P005,Summer Cotton T-Shirts,Fashion,5248,C009,1723,28
O5984,2025,3,10,P006,Festive Sarees,Fashion,2490,C012,6892,29
O4436,2025,3,11,P006,Festive Sarees,Fashion,1988,C012,6892,18
O3327,2025,3,12,P006,Festive Sarees,Fashion,1023,C004,6892,28
O2032,2025,3,13,P007,Treadmill,Gym Products,49,C002,48244,2
O2286,2025,3,13,P009,Yoga Mats,Gym Products,3970,C012,1723,4
O3401,2025,3,13,P004,Men's Winter Jacket,Fashion,730,C002,4020,2
O4798,2025,3,13,P011,Packaged Snacks,Groceries & Beverages,1063,C012,574,2
O4663,2025,3,15,P010,Soft Drink Cases,Groceries & Beverages,139,C002,2527,1
O1089,2025,3,16,P002,Smart Watch,Electronics,320,C007,17230,1
O1921,2025,3,16,P005,Summer Cotton T-Shirts,Fashion,4047,C003,1723,26
O1970,2025,3,16,P004,Men's Winter Jacket,Fashion,1694,C008,4020,2
O2750,2025,3,16,P004,Men's Winter Jacket,Fashion,1099,C005,4020,3
O1374,2025,3,17,P007,Treadmill,Gym Products,7,C009,48244,1
O0860,2025,3,18,P015,School Backpacks,Stationery & School Products,94,C003,918,2
O4573,2025,3,18,P015,School Backpacks,Stationery & School Products,359,C003,918,2
O5103,2025,3,18,P012,Tea & Coffee Packs,Groceries & Beverages,996,C002,459,4
O3078,2025,3,19,P006,Festive Sarees,Fashion,1431,C002,6892,16
O3917,2025,3,19,P005,Summer Cotton T-Shirts,Fashion,2191,C010,1723,14
O4661,2025,3,20,P006,Festive Sarees,Fashion,1685,C012,6892,26
O2452,2025,3,21,P004,Men's Winter Jacket,Fashion,1320,C007,4020,3
O4520,2025,3,21,P010,Soft Drink Cases,Groceries & Beverages,244,C005,2527,4
O5758,2025,3,22,P012,Tea & Coffee Packs,Groceries & Beverages,544,C001,459,2
O0557,2025,3,23,P008,Dumbbell Set,Gym Products,1093,C002,3216,1
O2799,2025,3,23,P004,Men's Winter Jacket,Fashion,1095,C010,4020,5
O3110,2025,3,23,P015,School Backpacks,Stationery & School Products,94,C003,918,5
O2175,2025,3,24,P008,Dumbbell Set,Gym Products,339,C004,3216,2
O3640,2025,3,24,P006,Festive Sarees,Fashion,559,C004,6892,24
O4466,2025,3,24,P010,Soft Drink Cases,Groceries & Beverages,281,C002,2527,4
O4606,2025,3,24,P005,Summer Cotton T-Shirts,Fashion,1415,C008,1723,15
O5453,2025,3,24,P005,Summer Cotton T-Shirts,Fashion,275,C008,1723,11
O0584,2025,3,25,P011,Packaged Snacks,Groceries & Beverages,2313,C011,574,2
O1119,2025,3,25,P012,Tea & Coffee Packs,Groceries & Beverages,739,C006,459,5
O1103,2025,3,26,P007,Treadmill,Gym Products,3,C002,48244,1
O3262,2025,3,26,P006,Festive Sarees,Fashion,1083,C010,6892,14
O3633,2025,3,27,P004,Men's Winter Jacket,Fashion,588,C012,4020,5
O5500,2025,3,27,P012,Tea & Coffee Packs,Groceries & Beverages,689,C011,459,4
O0447,2025,3,28,P014,Pens & Markers Set,Stationery & School Products,237,C001,344,5
O1105,2025,3,28,P001,iPhone 15,Electronics,99,C009,103266,1
O2057,2025,3,28,P005,Summer Cotton T-Shirts,Fashion,3876,C008,1723,28
O0204,2025,3,29,P010,Soft Drink Cases,Groceries & Beverages,2057,C011,2527,2
O2288,2025,3,29,P001,iPhone 15,Electronics,67,C005,103266,1
O3883,2025,3,30,P012,Tea & Coffee Packs,Groceries & Beverages,312,C012,459,1
O3947,2025,3,31,P008,Dumbbell Set,Gym Products,359,C010,3216,1
O3965,2025,3,31,P006,Festive Sarees,Fashion,221,C011,6892,27
O1766,2025,4,1,P015,School Backpacks,Stationery & School Products,223,C006,918,13
O2075,2025,4,1,P015,School Backpacks,Stationery & School Products,29,C006,918,12
O0150,2025,4,2,P011,Packaged Snacks,Groceries & Beverages,2181,C010,574,4
O0543,2025,4,2,P005,Summer Cotton T-Shirts,Fashion,4879,C009,1723,29
O2037,2025,4,2,P013,Notebooks (Bundle),Stationery & School Products,205,C007,689,24
O2699,2025,4,2,P013,Notebooks (Bundle),Stationery & School Products,871,C012,689,25
O3032,2025,4,2,P008,Dumbbell Set,Gym Products,893,C009,3216,2
O3348,2025,4,2,P006,Festive Sarees,Fashion,947,C001,6892,2
O1586,2025,4,3,P013,Notebooks (Bundle),Stationery & School Products,444,C006,689,20
O1965,2025,4,3,P006,Festive Sarees,Fashion,158,C008,6892,2
O5015,2025,4,3,P003,Bluetooth Speakers,Electronics,559,C004,10912,5
O1234,2025,4,4,P009,Yoga Mats,Gym Products,4697,C001,1723,3
O2319,2025,4,4,P004,Men's Winter Jacket,Fashion,1435,C003,4020,4
O2410,2025,4,4,P010,Soft Drink Cases,Groceries & Beverages,557,C007,2527,19
O3625,2025,4,4,P005,Summer Cotton T-Shirts,Fashion,2524,C003,1723,25
